ondernemingsnummer;aantal;omzet;balanstotaal;framework;soort;sector
875385903;0;1508398.0;404683;Nee;0;Overige verenigingen, n.e.g.
425788230;27;1214023.0;2512871;Nee;None;Ambulante revalidatieactiviteiten
864391150;0;1076072.0;10316749;Nee;0;Activiteiten van voetbalclubs
463415619;30;1359471.0;646952;Nee;None;Overige zakelijke dienstverlening, n.e.g.
845245825;0;0.0;0;Nee;0;Holdings
461019224;57;1659551.0;2249368;Nee;None;Beschutte en sociale werkplaatsen
676461073;137;1343637.0;11522485;Nee;None;Bedrijfs
420002476;4;1606666.0;3250125;Nee;None;Vervaardiging van hang
711679496;6;1371196.0;1837555;Nee;None;Groothandel in farmaceutische producten
457600963;14;1428797.0;650226;Nee;None;Goederenvervoer over de weg, m.u.v. verhuisbedrijven
822699065;0;0.0;0;Nee;0;Verhuur en exploitatie van eigen of geleasd niet
506943180;3;943361.0;536735;Nee;None;Elektrotechnische installatiewerken aan gebouwen
435768243;5;1264316.0;19556108;Nee;None;Overig speur
859589056;5;1256563.0;127578;Nee;None;Detailhandel in niet
837842844;2;1521000.0;484784;Nee;None;Ingenieurs en aanverwante technische adviseurs, exclusief landmeters
874040670;14;1236537.0;13829589;Nee;None;Exploitatie van sportaccommodaties
458059536;12;1098473.0;1061065;Nee;None;Verhuur en exploitatie van sociale woningen
423487647;9;1233896.0;2182549;Nee;None;Exploitatie van sportaccommodaties
820600204;5;1077376.0;1411404;Nee;None;Schrijven van computerprogramma's
462690097;21;1213633.0;3046735;Nee;None;Uitzendbureaus
403025003;10;1437355.0;362669;Nee;None;Praktijken van specialisten
861564094;16;1438980.0;340188;Nee;None;Overige vrachtbehandeling, exclusief in zeehavens
445450823;12;0.0;1577592;Nee;None;Verenigingen en bewegingen voor volwassenen
462034853;5;1187428.0;5016131;Nee;None;Holdings
817890934;0;1034066.0;1506749;Nee;0;Huisartspraktijken
436479115;81;1184667.0;965187;Nee;None;Beschutte en sociale werkplaatsen
680845572;3;1180633.0;74058109;Nee;None;Adviesbureaus op het gebied van public relations en communicatie
410917437;0;0.0;0;Nee;0;Tehuizen
627646616;3;1381828.0;2680767;Nee;None;Groothandel in andere consumentenartikelen, n.e.g.
474405026;37;1175036.0;19970755;Nee;None;Vervaardiging van metalen constructiewerken en delen daarvan
454930196;73;1169818.0;666372;Nee;None;Arbeidsbureaus
837393377;8;1168258.0;30492479;Nee;None;Holdings
460398226;14;1122904.0;390881;Nee;None;Ambachtelijke vervaardiging van brood en van vers banketbakkerswerk
872382861;2;3211902.0;23469230;Nee;None;Verhuur en exploitatie van eigen of geleasd residentieel onroerend goed, exclusief sociale woningen
426423084;16;1330048.0;429894;Nee;None;Goederenvervoer over de weg, m.u.v. verhuisbedrijven
413336103;148;1138956.0;12189645;Nee;None;Instellingen met huisvesting voor volwassenen met een mentale handicap
877070337;14;1116576.0;963032;Nee;None;Speur
422719961;146;1115949.0;8383331;Nee;None;Instellingen met huisvesting voor volwassenen met een mentale handicap
705933138;34;715609.0;310074;Nee;None;Diverse administratieve activiteiten ten behoeve van kantoren
432722344;22;1111184.0;1878954;Nee;None;Landschapsverzorging
433110443;10;1107102.0;645432;Nee;None;Overige zakelijke dienstverlening, n.e.g.
461054262;18;1105438.0;3420570;Nee;None;Overige adviesbureaus op het gebied van bedrijfsbeheer, adviesbureaus op het gebied van bedrijfsvoering
650533666;14;583188.0;537277;Nee;None;Overige adviesbureaus op het gebied van bedrijfsbeheer, adviesbureaus op het gebied van bedrijfsvoering
628665413;7;0.0;682604;Nee;None;Bemiddeling bij de aankoop, verkoop en verhuur van onroerend goed voor een vast bedrag of op contractbasis
816909452;10;1077368.0;799848;Nee;None;Groothandel in computers, randapparatuur en software
474769468;8;1451933.0;2147186;Nee;None;Veterinaire diensten
674418729;0;0.0;0;Nee;0;Detailhandel in motorbrandstoffen in gespecialiseerde winkels
863935052;5;1063266.0;1427587;Nee;None;Groothandel in delen en toebehoren van auto's
455437863;60;1247906.0;556285;Nee;None;Arbeidsbureaus
826131776;12;939826.0;523342;Nee;None;Overige technische testen en toetsen
458306192;2;890413.0;744566;Nee;None;Bouwmarkten en andere doe
445887917;6;961105.0;763255;Nee;None;Goederenvervoer over de weg, m.u.v. verhuisbedrijven
881188679;4;1324716.0;315379;Nee;None;Overige technische testen en toetsen
458805941;6;1019220.0;2872561;Nee;None;Overige adviesbureaus op het gebied van bedrijfsbeheer, adviesbureaus op het gebied van bedrijfsvoering
419774527;3;1663549.0;1768235;Nee;None;Schrijnwerk
859739902;7;1015000.0;5115857;Nee;None;Ingenieurs en aanverwante technische adviseurs, exclusief landmeters
454786082;9;1101510.0;200802;Nee;None;Eetgelegenheden met volledige bediening
424784378;153;1006599.0;13084806;Nee;None;Instellingen met huisvesting voor volwassenen met een mentale handicap
410684241;0;1592035.0;2513335;Nee;0;Praktijken van specialisten
631733977;15;1003303.0;340690;Nee;None;Serviceflats voor ouderen
473565183;13;998254.0;385240;Nee;None;Groothandel in kleding, met uitzondering van werk
863353646;0;966479.0;1886410;Nee;0;Huisartspraktijken
453705721;0;0.0;0;Nee;0;Stukadoorswerk
440239745;26;987507.0;1214508;Nee;None;Goederenvervoer over de weg, m.u.v. verhuisbedrijven
443397688;210;969787.0;8528811;Nee;None;Instellingen met huisvesting voor volwassenen met een mentale handicap
755690871;0;0.0;0;Nee;0;Beheer van residentieel onroerend goed voor een vast bedrag of op contractbasis
460130287;8;1204965.0;748724;Nee;None;Vervaardiging van toestellen voor het spuiten van vloeistoffen of poeder
662748738;9;954109.0;17628844;Nee;None;Activiteiten van hoofdkantoren
431904574;0;349332.0;432902;Nee;0;Groothandel in auto's en lichte bestelwagens (= 3,5 ton)
409806786;121;937696.0;8579027;Nee;None;Instellingen met huisvesting voor volwassenen met een mentale handicap
440983972;0;1058456.0;1439909;Nee;0;Risicoanalisten en schadetaxateurs
407637748;143;931338.0;10850781;Nee;None;Instellingen met huisvesting voor volwassenen met een mentale handicap
536982102;2;1606357.0;484915;Nee;None;Detailhandel in dames
879470987;4;942479.0;509577;Nee;None;Overige gespecialiseerde bouwwerkzaamheden
429699409;128;910879.0;9582148;Nee;None;Instellingen met huisvesting voor volwassenen met een mentale handicap
434390150;128;900883.0;9365033;Nee;None;Instellingen met huisvesting voor volwassenen met een mentale handicap
444028386;18;900167.0;1157193;Nee;None;Elektrotechnische installatiewerken aan gebouwen
461928153;14;906186.0;339267;Nee;None;Goederenvervoer over de weg, m.u.v. verhuisbedrijven
864609401;4;829369.0;433583;Nee;None;Ingenieurs en aanverwante technische adviseurs, exclusief landmeters
899283337;9;883192.0;398264;Nee;None;Verhuisbedrijven
442888241;7;882084.0;2549229;Nee;None;Risicoanalisten en schadetaxateurs
876998081;0;840813.0;883982;Nee;0;Vervaardiging van overige geconfectioneerde artikelen van textiel, m.u.v. kleding
866000261;4;715673.0;605073;Nee;None;Smeden van metaal
476660572;2;1018934.0;445992;Nee;None;Detailhandel in verlichtingsartikelen in gespecialiseerde winkels
447764371;8;841424.0;1464287;Nee;None;Groothandel in andere machines en werktuigen, n.e.g.
453524389;5;891914.0;2322882;Nee;None;Landschapsverzorging
437079129;7;700889.0;639315;Nee;None;Landmeters
473432848;0;936946.0;493222;Nee;0;Overige verenigingen, n.e.g.
472246280;0;0.0;0;Nee;0;Overige drukkerijen
430065732;6;805964.0;2033381;Nee;None;Activiteiten van voetbalclubs
429930724;10;835178.0;1194009;Nee;None;Algemeen onderhoud en reparatie van auto's en lichte bestelwagens (= 3,5 ton)
727834649;1;0.0;1214754;Nee;None;Overige adviesbureaus op het gebied van bedrijfsbeheer, adviesbureaus op het gebied van bedrijfsvoering
882672878;3;828324.0;13837691;Nee;None;Overige adviesbureaus op het gebied van bedrijfsbeheer, adviesbureaus op het gebied van bedrijfsvoering
806523425;3;816000.0;10682894;Nee;None;Overige adviesbureaus op het gebied van bedrijfsbeheer, adviesbureaus op het gebied van bedrijfsvoering
410414621;68;815451.0;56529515;Nee;None;Vrij gesubsidieerd gewoon algemeen secundair onderwijs
834052619;2;657921.0;181145;Nee;None;Overige gespecialiseerde bouwwerkzaamheden
537454927;0;576455.0;65314;Nee;0;Detailhandel in niet
462158775;10;811900.0;470313;Nee;None;Detailhandel in fotografische en optische artikelen en in precisieinstrumenten in gespecialiseerde winkels
878123677;3;869568.0;20499620;Nee;None;Beheer van residentieel onroerend goed voor een vast bedrag of op contractbasis
823447747;0;167382.0;25728347;Nee;0;Handel in elektriciteit
418503035;6;792180.0;405813;Nee;None;Overige adviesbureaus op het gebied van bedrijfsbeheer, adviesbureaus op het gebied van bedrijfsvoering
841192611;0;0.0;0;Nee;0;Overige bouwinstallatie, n.e.g.
553868020;25;785361.0;14233125;Nee;None;Exploitatie van sportaccommodaties
472880542;18;1003007.0;615644;Nee;None;Overige verenigingen, n.e.g.
409949615;55;777657.0;40592168;Nee;None;Vrij gesubsidieerd gewoon algemeen secundair onderwijs
461611716;16;777272.0;1893543;Nee;None;Verhuisbedrijven
444948205;9;728043.0;2841461;Nee;None;Verhuisbedrijven
219198818;50;772349.0;2219921;Nee;None;Behandeling en verwijdering van gevaarlijk afval
463541224;12;771952.0;7177617;Nee;None;Uitzendbureaus
417295186;0;786054.0;338454;Nee;0;Vervaardiging van machines voor de productie van voedings
456868119;1;766736.0;2906632;Nee;None;Holdings
727998757;0;0.0;0;Nee;0;Eetgelegenheden met volledige bediening
682524266;2;763272.0;4926899;Nee;None;Handelsbemiddeling in textiel, kleding, bont, schoeisel en lederwaren
680974246;12;900530.0;230039;Nee;None;Goederenvervoer over de weg, m.u.v. verhuisbedrijven
466543967;0;0.0;0;Nee;0;Holdings
459591542;0;1527627.0;3576015;Nee;0;Activiteiten van overige sportclubs
526789479;5;1299053.0;317883;Nee;None;Reclamebureaus
424834957;6;750058.0;4871905;Nee;None;Overige adviesbureaus op het gebied van bedrijfsbeheer, adviesbureaus op het gebied van bedrijfsvoering
699905874;0;0.0;0;Nee;0;Detailhandel in motorbrandstoffen in gespecialiseerde winkels
416682108;8;799253.0;1287484;Nee;None;Overige verenigingen, n.e.g.
629939675;8;752895.0;181098;Nee;None;Algemene reiniging van gebouwen
739581745;0;0.0;64796;Nee;None;Overige gespecialiseerde bouwwerkzaamheden
452956049;3;648543.0;608306;Nee;None;Schrijven van computerprogramma's
453812916;8;2443646.0;765509;Nee;None;Overige vervoerondersteunende activiteiten
508648105;4;754294.0;314247;Nee;None;Elektrotechnische installatiewerken aan gebouwen
667576764;0;0.0;0;Nee;0;Eetgelegenheden met volledige bediening
435450420;5;917068.0;171485;Nee;None;Vervaardiging van keukenmeubelen
812367575;2;705240.0;26743258;Nee;None;Productie van elektriciteit
408414243;10;895021.0;1776511;Nee;None;Reisorganisatoren
408575777;22;700993.0;22053060;Nee;None;Vrij gesubsidieerd gewoon algemeen secundair onderwijs
831364333;0;0.0;0;Nee;0;Detailhandel in niet
428407725;7;692912.0;439000;Nee;None;Schrijven van computerprogramma's
460719910;0;690406.0;21995701;Nee;0;Markt
422076494;75;690313.0;14967065;Nee;None;Instellingen met huisvesting voor volwassenen met een mentale handicap
414693707;80;737712.0;5667206;Nee;None;Instellingen met huisvesting voor volwassenen met een mentale handicap
436599077;77;686822.0;7632562;Nee;None;Beschutte en sociale werkplaatsen
465819833;49;714402.0;2486025;Nee;None;Beschutte en sociale werkplaatsen
873993457;0;677473.0;332946;Nee;0;Groothandel in farmaceutische producten
477781022;0;901483.0;461166;Nee;0;Draadloze telecommunicatie
867112395;6;663803.0;10425720;Nee;None;Ontwikkeling van niet
411973450;38;1260328.0;5008386;Nee;None;Promotie en organisatie van uitvoerende kunstevenementen
649929593;0;0.0;0;Nee;0;Goederenvervoer over de weg, m.u.v. verhuisbedrijven
645862127;10;559724.0;305267;Nee;None;Landschapsverzorging
449004189;0;517107.0;367092;Nee;0;Arbeidsbureaus
458010046;0;641546.0;3276612;Nee;0;Holdings
458500786;0;1223808.0;677366;Nee;0;Gespecialiseerde beeld
507793614;2;636000.0;8993613;Nee;None;Overige adviesbureaus op het gebied van bedrijfsbeheer, adviesbureaus op het gebied van bedrijfsvoering
886916431;0;0.0;0;Nee;0;Organisatie van congressen en beurzen
862317132;0;435278.0;1796743;Nee;0;Huisartspraktijken
434675905;6;595704.0;398598;Nee;None;Elektrotechnische installatiewerken aan gebouwen
668861421;1;626424.0;21061867;Nee;None;Detailhandel in schoeisel in gespecialiseerde winkels
867494853;0;596638.0;401488;Nee;0;Landschapsverzorging
432559919;18;769025.0;645504;Nee;None;Verenigingen op het vlak van jeugdwerk
661928889;21;617611.0;17784514;Nee;None;Exploitatie van sportaccommodaties
883249039;7;628925.0;211497;Nee;None;Eetgelegenheden met volledige bediening
867648370;4;631990.0;191682;Nee;None;Landschapsverzorging
659707886;12;395774.0;232753;Nee;None;Eetgelegenheden met beperkte bediening
429637051;0;1660368.0;697713;Nee;0;Productie van films en video
880195222;4;639227.0;1059616;Nee;None;Overige rechtskundige dienstverlening
886320177;6;610947.0;967352;Nee;None;Schrijnwerk
409327924;10;705534.0;864511;Nee;None;Sociaal
663654501;16;1078974.0;1138178;Nee;None;Eetgelegenheden met volledige bediening
440561330;8;626811.0;1513763;Nee;None;Overige drukkerijen
888431809;0;602009.0;1515664;Nee;0;Praktijken van specialisten
462307641;5;602611.0;610248;Nee;None;Beroepsorganisaties
810833490;1;596708.0;11139478;Nee;None;Holdings
428581236;4;594211.0;23604072;Nee;None;Activiteiten van hoofdkantoren
428774246;14;3055062.0;2878820;Nee;None;Bedrijfs
479209494;6;483229.0;502749;Nee;None;Reparatie van computers en randapparatuur
673856129;0;0.0;0;Nee;0;Detailhandel in niet
465509730;3;587469.0;94507191;Nee;None;Holdings
521856832;0;0.0;0;Nee;0;Schrijven van computerprogramma's
451577164;0;0.0;0;Nee;0;Groothandel in andere machines en werktuigen, n.e.g.
508797959;4;527198.0;361791;Nee;None;Praktijken van specialisten
412030858;3;648264.0;885979;Nee;None;Goederenvervoer over de weg, m.u.v. verhuisbedrijven
682813979;0;618463.0;277236;Nee;0;Goederenvervoer over de weg, m.u.v. verhuisbedrijven
892499077;6;571691.0;1299756;Nee;None;Overige adviesbureaus op het gebied van bedrijfsbeheer, adviesbureaus op het gebied van bedrijfsvoering
425078744;4;638928.0;433998;Nee;None;Algemeen onderhoud en reparatie van auto's en lichte bestelwagens (= 3,5 ton)
692513880;0;458730.0;188492;Nee;0;Overige gespecialiseerde bouwwerkzaamheden
672625219;7;532727.0;137232;Nee;None;Schrijven van computerprogramma's
832575348;4;551775.0;904118;Nee;None;Ingenieurs en aanverwante technische adviseurs, exclusief landmeters
447421705;8;506565.0;746824;Nee;None;Boekhouders en boekhouders
836972517;0;627626.0;745677;Nee;0;Agenten en makelaars in bankdiensten
703899801;2;547574.0;800441;Nee;None;Activiteiten van hoofdkantoren
820462226;3;610754.0;188454;Nee;None;Algemene bouw van residentiï¿½le gebouwen
462829857;6;544282.0;535536;Nee;None;Goederenvervoer over de weg, m.u.v. verhuisbedrijven
449336464;3;560965.0;314962;Nee;None;Boekhouders en boekhouders
643693780;2;534987.0;292946;Nee;None;Algemene bouw van residentiï¿½le gebouwen
415693993;91;532345.0;5444052;Nee;None;Beschutte en sociale werkplaatsen
662400330;0;0.0;0;Nee;0;Installatie van verwarming, klimaatregeling en ventilatie
458956488;2;417096.0;598920;Nee;None;Groothandel in computers, randapparatuur en software
891448509;4;423068.0;545190;Nee;None;Bouwrijp maken van terreinen
471366154;85;527093.0;6771389;Nee;None;Praktijken van specialisten
430902704;0;70.0;0;Nee;0;Interieurarchitecten
841676027;7;526601.0;120526;Nee;None;Serviceflats voor ouderen
433509331;0;903587.0;218946;Nee;0;Uitzenden van televisieprogramma's, abonneetelevisie
424309276;6;524630.0;309464;Nee;None;Vervaardiging van houten emballage
820198247;26;522697.0;464836;Nee;None;Detailhandel in niet
400371161;0;517782.0;5760058;Nee;0;Overige verenigingen, n.e.g.
448938071;4;504211.0;485752;Nee;None;Plaatsen van vloer
443855172;0;0.0;0;Nee;0;Carrosserieherstelling
895653557;1;510830.0;365108;Nee;None;Groothandel in elektronische en telecommunicatieapparatuur en delen daarvan
463422745;10;808699.0;547273;Nee;None;Cafï¿½s en bars
432612575;8;507026.0;5211640;Nee;None;Boekhouders en boekhouders
882947943;6;878900.0;94471;Nee;None;Detailhandel in niet
897688577;0;388470.0;570995;Nee;0;Detailhandel in overige bouwmaterialen in gespecialiseerde winkels
832943948;0;143286.0;0;Nee;0;Holdings
464375820;2;385686.0;175957;Nee;None;Detailhandel in vlees en vleesproducten in gespecialiseerde winkels, m.u.v. vlees van wild en van gevogelte
471544912;3;489254.0;248318;Nee;None;Groothandel in granen en zaden
460552436;3;489216.0;465745;Nee;None;Groothandel in andere voedingsmiddelen, n.e.g.
847316081;6;775679.0;358283;Nee;None;Eetgelegenheden met volledige bediening
537420679;4;443712.0;725429;Nee;None;Agenten en makelaars in bankdiensten
421292675;15;627325.0;1184077;Nee;None;Bedrijfs
632450688;40;35428.0;115751;Nee;None;Callcenters
666454435;2;481367.0;481905;Nee;None;Bouwmarkten en andere doe
451382768;3;573922.0;270312;Nee;None;Overige reiniging van gebouwen, industriï¿½le reiniging
448562048;0;0.0;0;Nee;0;Detailhandel in vlees en vleesproducten in gespecialiseerde winkels, m.u.v. vlees van wild en van gevogelte
420087501;3;456960.0;262559;Nee;None;Bouwarchitecten
544675388;0;475490.0;411348;Nee;0;Overige adviesbureaus op het gebied van bedrijfsbeheer, adviesbureaus op het gebied van bedrijfsvoering
562788753;0;472244.0;431105;Nee;0;Overige zakelijke dienstverlening, n.e.g.
415331531;7;468152.0;123414;Nee;None;Schilderen van gebouwen
882059305;0;0.0;431013;Nee;0;Detailhandel in fotografische en optische artikelen en in precisieinstrumenten in gespecialiseerde winkels
403601360;4;465322.0;712916;Nee;None;Detailhandel in auto's en lichte bestelwagens (= 3,5 ton)
727720031;2;0.0;102998;Nee;None;Computerconsultancy
442944956;26;462679.0;500360;Nee;None;Detailhandel in dranken in gespecialiseerde winkels, algemeen assortiment
871818677;63;1417626.0;2340780;Nee;None;Andere vormen van maatschappelijke dienstverlening zonder huisvesting, n.e.g.
644744251;4;459384.0;1022270;Nee;None;Arbeidsbureaus
641823066;4;41477.0;224824;Nee;None;Goederenvervoer over de weg, m.u.v. verhuisbedrijven
452646144;1;458169.0;28012875;Nee;None;Detailhandel in auto's en lichte bestelwagens (= 3,5 ton)
422654536;6;454337.0;10935069;Nee;None;Vervaardiging van meet
604984743;19;449584.0;248378;Nee;None;Detailhandel in niet
711828956;0;0.0;0;Nee;0;Algemene reiniging van gebouwen
421144009;0;637299.0;652026;Nee;0;Detailhandel in baby
884428578;12;445825.0;45557795;Nee;None;Ingenieurs en aanverwante technische adviseurs, exclusief landmeters
451157688;0;581771.0;810944;Nee;0;Cultureel onderwijs
541815274;21;430776.0;1168757;Nee;None;Kinderdagverblijven en crï¿½ches
560926056;22;438272.0;287252;Nee;None;Detailhandel in niet
457487434;4;473418.0;515256;Nee;None;Detailhandel in dames
414950162;69;533143.0;3947686;Nee;None;Instellingen met huisvesting voor volwassenen met een mentale handicap
477022937;57;1954994.0;41054134;Nee;None;Religieuze organisaties
716663318;11;432851.0;222684;Nee;None;Niet
414940462;18;431917.0;1094270;Nee;None;Goederenvervoer over de weg, m.u.v. verhuisbedrijven
689606850;0;0.0;0;Nee;0;Apotheken
476354132;46;429488.0;3123160;Nee;None;Tehuizen
739995974;148;2226865.0;4047201;Nee;None;Detailhandel in niet
893810755;6;597226.0;651364;Nee;None;Beheer van computerfaciliteiten
545800687;4;433479.0;271990;Nee;None;Goederenvervoer over de weg, m.u.v. verhuisbedrijven
478693317;3;369145.0;218109;Nee;None;Groothandel in computers, randapparatuur en software
466341554;3;513924.0;282938;Nee;None;Detailhandel in auto's en lichte bestelwagens (= 3,5 ton)
563544660;2;362485.0;343589;Nee;None;Landschapsverzorging
479927987;15;411030.0;5068973;Nee;None;Holdings
406168296;8;407144.0;143768;Nee;None;Overige adviesbureaus op het gebied van bedrijfsbeheer, adviesbureaus op het gebied van bedrijfsvoering
462732956;16;405021.0;402113;Nee;None;Detailhandel in niet
715711530;24;403924.0;193263;Nee;None;Detailhandel in niet
542798043;2;490342.0;722465;Nee;None;Tandartspraktijken
896091839;38;3158539.0;1895589;Nee;None;Eetgelegenheden met volledige bediening
693920677;23;399776.0;210714;Nee;None;Detailhandel in niet
846019152;0;416168.0;299279;Nee;0;Overige gespecialiseerde bouwwerkzaamheden
430828468;129;404673.0;785589;Nee;None;Activiteiten van gezins
422822901;4;418167.0;323561;Nee;None;Detailhandel in fotografische en optische artikelen en in precisieinstrumenten in gespecialiseerde winkels
674442384;0;221574.0;77443;Nee;0;Eetgelegenheden met beperkte bediening
630685882;0;0.0;0;Nee;0;Eetgelegenheden met volledige bediening
422626030;7;381799.0;133682;Nee;None;Groothandel in ijzerwaren
675484739;0;0.0;0;Nee;0;Landschapsverzorging
471528975;5;574318.0;442502;Nee;None;Detailhandel in dames
435557516;2;404535.0;250409;Nee;None;Praktijken van specialisten
411097183;45;372958.0;5274277;Nee;None;Kinderdagverblijven en crï¿½ches
454453908;3;433036.0;538041;Nee;None;Boekhouders en boekhouders
451923394;1;469584.0;263823;Nee;None;Boekhouders en boekhouders
885321770;0;329277.0;222149;Nee;0;Markt
449877090;4;383755.0;758717;Nee;None;Goederenvervoer over de weg, m.u.v. verhuisbedrijven
446195842;4;370769.0;223079;Nee;None;Algemene bouw van residentiï¿½le gebouwen
888959567;13;785409.0;98658;Nee;None;Eetgelegenheden met volledige bediening
895032856;0;349963.0;188757;Nee;0;Verzekeringsagenten en
437942033;0;350624.0;206575;Nee;0;Detailhandel in fotografische en optische artikelen en in precisieinstrumenten in gespecialiseerde winkels
548695643;3;345299.0;523711;Nee;None;Computerconsultancy
416802268;6;345000.0;187983;Nee;None;Groothandel in landbouwproducten en levende dieren
684490495;17;344341.0;134987;Nee;None;Detailhandel in niet
878931648;10;342628.0;3591661;Nee;None;Overig personenvervoer te land, n.e.g.
457607693;26;339663.0;1598293;Nee;None;Overige gespecialiseerde bouwwerkzaamheden
478297694;0;234080.0;137481;Nee;0;Overige gespecialiseerde bouwwerkzaamheden
547605679;2;402711.0;734514;Nee;None;Landschapsverzorging
660759248;2;321584.0;362962;Nee;None;Bemiddeling bij de aankoop, verkoop en verhuur van onroerend goed voor een vast bedrag of op contractbasis
568985469;2;584079.0;273618;Nee;None;Detailhandel in dames
704662537;0;331006.0;14419;Nee;0;Groothandel in kleding, met uitzondering van werk
476115590;6;330617.0;46308229;Nee;None;Ontwerp en bouw van podia
417991014;17;557589.0;496108;Nee;None;Sociaal
741814626;2;3342480.0;22772786;Nee;None;Detailhandel in niet
475000585;0;196937.0;314365;Nee;0;Overige verenigingen, n.e.g.
403596412;4;313062.0;318219;Nee;None;Schrijnwerk
471477111;2;314191.0;363336;Nee;None;Praktijken van specialisten
404020638;18;314562.0;1937183;Nee;None;Detailhandel in niet
897292362;5;433350.0;137909;Nee;None;Overige reiniging van gebouwen, industriï¿½le reiniging
433974436;4;340273.0;629197;Nee;None;Landschapsverzorging
843620678;4;819229.0;956725;Nee;None;Overig personenvervoer te land, n.e.g.
436578786;0;300100.0;81066;Nee;0;Verzekeringsagenten en
742911815;0;0.0;0;Nee;0;Elektrotechnische installatiewerken aan gebouwen
896272971;3;305387.0;319653;Nee;None;Verhuisbedrijven
434520903;4;238305.0;216200;Nee;None;Schilderen van gebouwen
660712827;3;369172.0;854274;Nee;None;Overige adviesbureaus op het gebied van bedrijfsbeheer, adviesbureaus op het gebied van bedrijfsvoering
599876506;2;249005.0;304563;Nee;None;Huisartspraktijken
895887644;3;329922.0;486567;Nee;None;Holdings
435109138;118;260245.0;3034139;Nee;None;Andere vormen van maatschappelijke dienstverlening zonder huisvesting, n.e.g.
433234464;7;347911.0;289863;Nee;None;Exploitatie van sportaccommodaties
825711114;0;436387.0;109535;Nee;0;Activiteiten van voetbalclubs
408659020;30;310935.0;1856851;Nee;None;Overige verenigingen, n.e.g.
866380244;18;679775.0;2467639;Nee;None;Bedrijfs
465044031;175;276753.0;9414658;Nee;None;Overige maatschappelijke dienstverlening met huisvesting, n.e.g.
410346721;168;273237.0;5134872;Nee;None;Overige verenigingen, n.e.g.
746872680;4;0.0;137636;Nee;None;Installatie van verwarming, klimaatregeling en ventilatie
430820253;0;387371.0;68708;Nee;0;Teelt van groenten, meloenen en wortel
832626620;11;362307.0;110122;Nee;None;Activiteiten van wasserettes en wassalons ten behoeve van particulieren
542512387;2;314317.0;83090;Nee;None;Schrijnwerk
832852094;12;3413307.0;89627785;Nee;None;Eetgelegenheden met volledige bediening
834633728;12;259546.0;1163388;Nee;None;Exploitatie van sportaccommodaties
414453680;41;258018.0;2170269;Nee;None;Kinderdagverblijven en crï¿½ches
455779838;4;271004.0;166210;Nee;None;Vervaardiging van cacao, chocolade en suikerwerk
426420512;0;0.0;0;Nee;0;Vervaardiging van keukenmeubelen
410801631;0;312540.0;1781022;Nee;0;Uitgeverijen van tijdschriften
542767557;0;248599.0;1561057;Nee;0;Gespecialiseerde ziekenhuizen
871554403;0;453736.0;75065;Nee;0;Eetgelegenheden met volledige bediening
588965192;0;312540.0;1781022;Nee;0;Eetgelegenheden met beperkte bediening
444775286;2;241905.0;8814370;Nee;None;Holdings
883245673;4;450716.0;163362;Nee;None;Eetgelegenheden met volledige bediening
812705788;0;263419.0;111343;Nee;0;Tandartspraktijken
698995658;0;0.0;0;Nee;0;Algemene reiniging van gebouwen
408377126;144;232652.0;11446579;Nee;None;Instellingen met huisvesting voor minderjarigen met een mentale handicap
627875555;0;229823.0;6781025;Nee;0;Ontwikkeling van residentiï¿½le bouwprojecten
408151254;28;229396.0;1262390;Nee;None;Kinderdagverblijven en crï¿½ches
418588256;41;228303.0;3161331;Nee;None;Kinderdagverblijven en crï¿½ches
885921784;0;2663653.0;303731;Nee;0;Tandartspraktijken
453967423;0;279695.0;232920;Nee;0;Schrijnwerk
462424734;23;276093.0;1239330;Nee;None;Praktijken van specialisten
684748140;0;314349.0;109013;Nee;0;Haarverzorging
666578852;3;233261.0;191068;Nee;None;Ambulante revalidatieactiviteiten
715817438;11;223587.0;895418;Nee;None;Exploitatie van sportaccommodaties
417981512;7;159923.0;142511;Nee;None;Ambachtelijke vervaardiging van brood en van vers banketbakkerswerk
460133653;0;312540.0;1781022;Nee;0;Overige adviesbureaus op het gebied van bedrijfsbeheer, adviesbureaus op het gebied van bedrijfsvoering
460991213;3;218842.0;1800847;Nee;None;Overige adviesbureaus op het gebied van bedrijfsbeheer, adviesbureaus op het gebied van bedrijfsvoering
507781736;2;218825.0;2207384;Nee;None;Overige reserveringsactiviteiten
502734667;5;346567.0;88603;Nee;None;Eetgelegenheden met volledige bediening
461380894;7;366723.0;62217;Nee;None;Eetgelegenheden met volledige bediening
667942394;0;0.0;0;Nee;0;Overige posterijen en koeriers
701747785;7;436843.0;25303;Nee;None;Eetgelegenheden met beperkte bediening
476636521;1;258609.0;239425;Nee;None;Overige adviesbureaus op het gebied van bedrijfsbeheer, adviesbureaus op het gebied van bedrijfsvoering
726376085;60;5068445.0;98868994;Nee;None;Overige posterijen en koeriers
431023359;0;0.0;0;Nee;0;Verzekeringsagenten en
832361057;2;198319.0;100460;Nee;None;Vervaardiging van ander schrijn
537903602;0;198440.0;116798;Nee;0;Overige adviesbureaus op het gebied van bedrijfsbeheer, adviesbureaus op het gebied van bedrijfsvoering
822400642;0;0.0;0;Nee;0;Overige eetgelegenheden
810285738;0;174546.0;98078;Nee;0;Algemene bouw van residentiï¿½le gebouwen
458010145;3;198702.0;3095396;Nee;None;Holdings
